,주소,스타벅스입점,광역시도,시도
891,대전광역시 서구 둔산남로 50 (탄방동)042-488-6778,1,대전광역시,서구
892,대전광역시 서구 청사로123번길 25 (월평동)042-482-7598,1,대전광역시,서구
893,"대전광역시 서구 둔산로31번길 28, 금정빌딩 1층 (둔산동)042-487-8306",1,대전광역시,서구
894,"대전광역시 서구 문정로 78, 정우빌딩 1층 (탄방동)042-471-6284",1,대전광역시,서구
895,대전광역시 서구 둔산로 142 (둔산동)042-485-8251,1,대전광역시,서구
896,"대전광역시 서구 둔산중로134번길 13, 둔산관광호텔 (둔산동)042-489-8357",1,대전광역시,서구
897,대전광역시 서구 한밭대로 580 (월평동)042-471-9408,1,대전광역시,서구
898,대전광역시 유성구 도안대로 573 (봉명동)042-823-6343,1,대전광역시,유성구
899,대전광역시 유성구 유성대로 781 (장대동)042-823-3492,1,대전광역시,유성구
900,대전광역시 유성구 어은로 42 (어은동)042-864-3352,1,대전광역시,유성구
901,대전광역시 유성구 지족로 373 (지족동)042-826-7987,1,대전광역시,유성구
902,대전광역시 유성구 온천서로 2 (봉명동)042-824-8913,1,대전광역시,유성구
903,대전광역시 유성구 유성대로 1722 (전민동)042-861-8963,1,대전광역시,유성구
904,대전광역시 유성구 태크노중앙로 68042-934-9870,1,대전광역시,유성구
905,대전광역시 유성구 엑스포로 97번길 40042-867-8873,1,대전광역시,유성구
906,"대전광역시 유성구 은구비남로33번길 26, 1~2층 (지족동)042-826-9686",1,대전광역시,유성구
907,대전광역시 유성구 대학로 82 (궁동)042-824-8763,1,대전광역시,유성구
908,대전광역시 유성구 테크노4로 105 (관평동)042-931-8522,1,대전광역시,유성구
909,대전광역시 중구 계룡로 949 (대사동)042-223-3328,1,대전광역시,중구
910,대전광역시 중구 태평로 71 (태평동)042-524-3326,1,대전광역시,중구
911,대전광역시 중구 계백로 1604 (유천동)042-582-3213,1,대전광역시,중구
912,대전광역시 중구 대종로 486 (은행동)042-226-8735,1,대전광역시,중구
913,"대전광역시 중구 계백로 1700, 외 4필지 세이백화점 신관 (문화동)042-221-8596",1,대전광역시,중구
914,대전광역시 중구 중앙로 164 (은행동)042-253-5910,1,대전광역시,중구
915,"대전광역시 중구 계백로 1700, 5층 (문화동)042-252-8327",1,대전광역시,중구
916,부산광역시 금정구 중앙대로 1730 (부곡동)051-583-3497,1,부산광역시,금정구
917,부산광역시 금정구 식물원로 13 (장전동)051-583-3424,1,부산광역시,금정구
918,부산광역시 금정구 금샘로 459051-515-8906,1,부산광역시,금정구
919,부산광역시 금정구 부산대학로64번길 12 (장전동)051-514-9770,1,부산광역시,금정구
920,"부산광역시 금정구 장전로12번길 64, 1~4층 (장전동)051-583-8609",1,부산광역시,금정구
921,"부산광역시 금정구 금정로68번길 2, 건우빌딩 (장전동)051-517-1794",1,부산광역시,금정구
922,부산광역시 금정구 중앙대로1841번길 24 (구서동)051-514-8412,1,부산광역시,금정구
923,"부산광역시 남구 분포로 145 (용호동) 더블유스퀘어동 1019호,1020호,1021호,2011호 2012호051-611-3604",1,부산광역시,남구
924,부산광역시 남구 신선로 423 (용당동)051-611-4335,1,부산광역시,남구
925,부산광역시 남구 문현금융로 40 (문현동) 부산국제금융센터051-633-8916,1,부산광역시,남구
926,부산광역시 남구 수영로 345 대연힐스테이트 115동 121호051-623-7863,1,부산광역시,남구
927,"부산광역시 남구 수영로 240-1, 1층 (대연동)051-621-5676",1,부산광역시,남구
928,부산광역시 남구 수영로 312 (대연동)051-610-1898,1,부산광역시,남구
929,부산광역시 동구 조방로 4 (범일동)051-639-8839,1,부산광역시,동구
930,부산광역시 동구 중앙대로 216 (초량동)051-463-6511,1,부산광역시,동구
931,부산광역시 부산진구 중앙대로 672 (부전동) 1층 2층051-804-3768,1,부산광역시,부산진구
932,부산광역시 부산진구 서면로 49-1 (부전동)051-804-3601,1,부산광역시,부산진구
933,부산광역시 부산진구 동천로 92 (전포동) NC백화점 1층051-794-7401,1,부산광역시,부산진구
934,부산광역시 부산진구 중앙대로 894 (양정동)051-865-8975,1,부산광역시,부산진구
935,부산광역시 부산진구 가야대로 589 (가야제1동)051-892-4260,1,부산광역시,부산진구
936,부산광역시 부산진구 가야대로 462 (개금동)051-897-7852,1,부산광역시,부산진구
937,부산광역시 부산진구 전포대로199번길 27 (전포동)051-809-6828,1,부산광역시,부산진구
938,"부산광역시 부산진구 중앙대로 701, 1~3층 (부전동)051-806-8677",1,부산광역시,부산진구
939,부산광역시 부산진구 서전로 19 (부전동)051-807-8723,1,부산광역시,부산진구
940,부산광역시 부산진구 중앙대로692번길 46-10 (부전동)051-817-8638,1,부산광역시,부산진구
941,부산광역시 부산진구 서전로 1 (부전동)051-805-8307,1,부산광역시,부산진구
942,"부산광역시 부산진구 중앙대로 777, 서면호텔 복합시설1,2층 (부전동)051-930-1705",1,부산광역시,부산진구
943,부산광역시 부산진구 중앙대로666번길 50 (부전동)051-807-8423,1,부산광역시,부산진구
944,"부산광역시 부산진구 가야대로 783-1, 1층 (부전동)051-806-8568",1,부산광역시,부산진구
945,부산광역시 부산진구 서면로 25 (부전동)051-803-8554,1,부산광역시,부산진구
946,부산광역시 부산진구 서면로68번길 1 (부전동)051-805-8367,1,부산광역시,부산진구
947,부산광역시 부산진구 시민공원로 31 (부암동)051-803-8427,1,부산광역시,부산진구
948,부산광역시 북구 만덕대로 30 (덕천동)051-341-6701,1,부산광역시,북구
949,부산광역시 북구 금곡대로285번길 5 (화명동)051-363-8639,1,부산광역시,북구
950,부산광역시 사상구 백양대로 520 (주례동)051-311-3634,1,부산광역시,사상구
951,부산광역시 사상구 가야대로 338 (주례동)051-315-3422,1,부산광역시,사상구
952,부산광역시 사상구 사상로 211 (괘법동)051-315-8410,1,부산광역시,사상구
953,부산광역시 사하구 다대로 714 (다대동)051-261-3610,1,부산광역시,사하구
954,부산광역시 사하구 낙동대로 455 (하단동)051-204-3631,1,부산광역시,사하구
955,부산광역시 사하구 다대로 493 (다대동)051-264-3432,1,부산광역시,사하구
956,부산광역시 사하구 하신번영로 381-6 (하단동)051-201-3262,1,부산광역시,사하구
957,부산광역시 사하구 낙동대로550번길 14 (하단동) 1~3층051-292-9820,1,부산광역시,사하구
958,부산광역시 사하구 사하로186번길 6 (괴정동)051-291-8563,1,부산광역시,사하구
959,부산광역시 사하구 낙동남로 1411 (하단동)051-291-8491,1,부산광역시,사하구
960,부산광역시 연제구 중앙대로 1125 (연산동)051-851-3474,1,부산광역시,연제구
961,부산광역시 연제구 명륜로 3 (거제제1동) 한양프라자051-504-3226,1,부산광역시,연제구
962,부산광역시 연제구 반송로 20 (연산동)051-867-9789,1,부산광역시,연제구
963,부산광역시 연제구 중앙대로 1091 (연산동)051-867-9804,1,부산광역시,연제구
964,부산광역시 연제구 교대로 20-2 (거제동)051-507-8722,1,부산광역시,연제구
965,부산광역시 중구 구덕로 54-1 (남포동5가)051-243-3405,1,부산광역시,중구
966,부산광역시 중구 대청로 80 (대청동3가)051-254-3476,1,부산광역시,중구
967,부산광역시 중구 중앙대로81번길 2 (중앙동4가)051-468-9807,1,부산광역시,중구
968,부산광역시 중구 비프광장로 25 (남포동3가)051-231-1966,1,부산광역시,중구
969,"부산광역시 중구 구덕로 4, 1~2층 (광복동1가)051-256-8381",1,부산광역시,중구
970,부산광역시 중구 광복중앙로 28-1 (대청동2가)051-243-8473,1,부산광역시,중구
971,부산광역시 기장군 기장읍 기장해안로 56 051-723-3279,1,부산광역시,기장군
972,부산광역시 기장군 정관읍 정관로 579 051-728-2663,1,부산광역시,기장군
973,부산광역시 기장군 정관로 1133 (175호)051-940-1175,1,부산광역시,기장군
974,부산광역시 수영구 민락수변로 29 (민락동)051-758-3591,1,부산광역시,수영구
975,부산광역시 수영구 수영로 671 (광안동)051-756-3410,1,부산광역시,수영구
976,부산광역시 수영구 수영로464번길 6 (남천동)051-623-3406,1,부산광역시,수영구
977,부산광역시 수영구 광안로62번길 39 (광안동)051-761-3307,1,부산광역시,수영구
978,부산광역시 수영구 과정로 68 (망미동)051-757-2209,1,부산광역시,수영구
979,부산광역시 수영구 광안해변로 247 (민락동)051-761-1844,1,부산광역시,수영구
980,부산광역시 수영구 남천바다로 38 (남천동)051-621-9234,1,부산광역시,수영구
981,부산광역시 강서구 명지국제5로 42 (명지동)051-271-3585,1,부산광역시,강서구
982,부산광역시 강서구 명지오션시티11로 66 (명지동)051-271-8465,1,부산광역시,강서구
983,부산광역시 동래구 충렬대로181번길 42 051-558-3605,1,부산광역시,동래구
984,부산광역시 동래구 동래로 25 051-555-3421,1,부산광역시,동래구
985,부산광역시 동래구 사직북로 4 (사직동)051-501-3351,1,부산광역시,동래구
986,부산광역시 동래구 충렬대로 446 (안락동)051-532-8929,1,부산광역시,동래구
987,부산광역시 동래구 충렬대로 101 (온천동)051-558-8845,1,부산광역시,동래구
988,부산광역시 동래구 사직북로 24 (사직동)051-505-8520,1,부산광역시,동래구
989,"부산광역시 동래구 중앙대로 1523, SK허브스카이위아아파트 1층 (온천동)051-557-9557",1,부산광역시,동래구
990,부산광역시 서구 구덕로 212 (부민동1가)051-244-7837,1,부산광역시,서구
991,부산광역시 서구 송도해변로 81 (암남동)051-231-8623,1,부산광역시,서구
992,부산광역시 서구 구덕로322번길 7 (동대신동3가)051-231-8579,1,부산광역시,서구
993,"부산광역시 해운대구 해운대해변로 197 (우동, 해운대경동제이드아파트)051-746-3622",1,부산광역시,해운대구
994,부산광역시 해운대구 수영강변대로 516 (반여동)051-528-3493,1,부산광역시,해운대구
995,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)051-744-3572",1,부산광역시,해운대구
996,부산광역시 해운대구 구남로 9 (우동)051-746-3538,1,부산광역시,해운대구
997,부산광역시 해운대구 해운대로 189 (재송동)051-784-3268,1,부산광역시,해운대구
998,부산광역시 해운대구 구남로 49 (중동) 101호051-743-3244,1,부산광역시,해운대구
999,부산광역시 해운대구 센텀4로 15 (우동)[*미고시]051-745-2838,1,부산광역시,해운대구
1000,부산광역시 해운대구 센텀2로 10 (우동) 센텀메디컬센타 1층 스타벅스 센텀로점051-742-6948,1,부산광역시,해운대구
1001,부산광역시 해운대구 센텀남대로 35 (우동) 센텀시티 신세계UEC051-745-1262,1,부산광역시,해운대구
1002,부산광역시 해운대구 달맞이길 57 (중동) 1~3층051-742-7802,1,부산광역시,해운대구
1003,부산광역시 해운대구 센텀중앙로 78 (우동)051-744-5741,1,부산광역시,해운대구
1004,부산광역시 해운대구 송정해변로 36 (송정동)051-702-9644,1,부산광역시,해운대구
1005,부산광역시 해운대구 해운대로 802 (좌동)051-702-6935,1,부산광역시,해운대구
1006,"부산광역시 해운대구 해운대해변로 257, 엘지하버타운 (우동)051-740-6595",1,부산광역시,해운대구
1007,"부산광역시 해운대구 APEC로 55, 벡스코내 (우동)051-742-2075",1,부산광역시,해운대구
1008,부산광역시 해운대구 해운대해변로 163 (우동)051-742-1655,1,부산광역시,해운대구
1009,"부산광역시 해운대구 해운대해변로298번길 24, 팔래드시즈 1-3호, 2-3호 (중동)051-743-2558",1,부산광역시,해운대구
1010,부산광역시 해운대구 좌동로 96 (좌동)051-704-6279,1,부산광역시,해운대구
1011,"부산광역시 해운대구 센텀동로 9, 트럼프월드센텀아파트 1층 (우동)051-744-8526",1,부산광역시,해운대구
1012,"부산광역시 해운대구 마린시티2로 33, 제니스스퀘어 (우동)051-744-8489",1,부산광역시,해운대구
1013,부산광역시 해운대구 마린시티2로 38 (우동)051-792-7153,1,부산광역시,해운대구
1014,"부산광역시 해운대구 센텀남대로 35, 신세계백화점 UEC 6F (우동)051-745-1856",1,부산광역시,해운대구
1015,부산광역시 해운대구 달맞이길 189 (중동)051-744-6754,1,부산광역시,해운대구
1016,"부산광역시 해운대구 좌동순환로 511, 해운대이마트 1층 (중동)051-744-7496",1,부산광역시,해운대구
1017,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 1층 (우동)051-744-8488",1,부산광역시,해운대구
1018,부산광역시 해운대구 센텀서로 30 (우동)051-664-8787,1,부산광역시,해운대구
1019,"부산광역시 해운대구 센텀동로 25, 1층 (우동)051-744-7431",1,부산광역시,해운대구
1020,울산광역시 남구 대공원입구로 4 (옥동)052-258-3665,1,울산광역시,남구
1021,울산광역시 남구 대암로129번길 9-6 (야음동)052-269-8651,1,울산광역시,남구
1022,울산광역시 남구 중앙로 182 (달동)052-273-3312,1,울산광역시,남구
1023,울산광역시 남구 번영로 215 (신정동)052-256-3207,1,울산광역시,남구
1024,울산광역시 남구 돋질로 310 (삼산동)052-266-3208,1,울산광역시,남구
1025,울산광역시 남구 문수로 329 (옥동)052-227-7982,1,울산광역시,남구
1026,울산광역시 남구 삼산로 231 (달동)052-274-3243,1,울산광역시,남구
1027,울산광역시 남구 삼산로 273 (삼산동) 삼산타워052-276-6988,1,울산광역시,남구
1028,울산광역시 남구 삼산로 278 번길 8 (삼산동)052-268-9878,1,울산광역시,남구
1029,울산광역시 남구 대학로84번길 5-3 (무거동)052-225-8829,1,울산광역시,남구
1030,"울산광역시 남구 삼산중로74번길 30-1, 1~2층 (삼산동)052-256-4702",1,울산광역시,남구
1031,울산광역시 남구 대학로 152 (무거동)052-277-8742,1,울산광역시,남구
1032,"울산광역시 남구 삼산로 257, 1층 (달동)052-256-9380",1,울산광역시,남구
1033,울산광역시 북구 산업로 1011 (연암동)052-289-3503,1,울산광역시,북구
1034,울산광역시 북구 진장17길 10 (진장동)052-916-0154,1,울산광역시,북구
1035,울산광역시 북구 동해안로 1601 (산하동)052-297-3306,1,울산광역시,북구
1036,울산광역시 북구 화봉로 75 (화봉동)052-289-8729,1,울산광역시,북구
1037,울산광역시 울주군 서생면 대송리 25-18052-238-5947,1,울산광역시,울주군
1038,울산광역시 중구 번영로 434 (복산동)052-292-3570,1,울산광역시,중구
1039,울산광역시 중구 성안12길 45 (성안동)052-212-3259,1,울산광역시,중구
1040,울산광역시 중구 젊음의2거리 33 (성남동)052-212-3346,1,울산광역시,중구
1041,울산광역시 중구 젊음의거리 74 (성남동)052-248-1984,1,울산광역시,중구
1042,"울산광역시 중구 신기길 103, (1층,2층 전체) (태화동)052-248-6589",1,울산광역시,중구
1043,울산광역시 동구 방어진순환도로 899 (서부동) 현대백화점주차장052-250-4168,1,울산광역시,동구
1044,울산광역시 동구 방어진순환도로 652 (일산동)052-233-8419,1,울산광역시,동구
1045,인천광역시 계양구 장제로 808 (계산동)032-552-8869,1,인천광역시,계양구
1046,"인천광역시 계양구 계양대로 37, 1층 (작전동)032-544-8599",1,인천광역시,계양구
1047,인천광역시 미추홀구 매소홀로 368 (학익동)032-872-3506,1,인천광역시,미추홀구
1048,인천광역시 미추홀구 아암대로 107 (용현동)032-885-3211,1,인천광역시,미추홀구
1049,"인천광역시 미추홀구 주안로 100, 1-2층 (주안동)032-424-8322",1,인천광역시,미추홀구
1050,인천광역시 미추홀구 인하로 59 (용현동)032-868-8422,1,인천광역시,미추홀구
1051,"인천광역시 동구 봉수대로 82, 이마트 트레이더스송림점1층 (송림동)032-582-8630",1,인천광역시,동구
1052,인천광역시 부평구 장제로 371 (갈산동)032-528-8917,1,인천광역시,부평구
1053,인천광역시 부평구 길주로 643 (삼산동)032-517-8812,1,인천광역시,부평구
1054,"인천광역시 부평구 부평문화로 52, 1~2층 (부평동)032-528-8680",1,인천광역시,부평구
1055,"인천광역시 부평구 부평대로 60, 현대해상화재보험 1층 (부평동)032-330-9755",1,인천광역시,부평구
1056,인천광역시 부평구 경원대로 1397 (부평동)032-514-1823,1,인천광역시,부평구
1057,"인천광역시 부평구 시장로 21, 1-3층 (부평동)032-504-8309",1,인천광역시,부평구
1058,"인천광역시 부평구 동암광장로 14, 1~2층 (십정동)032-429-8376",1,인천광역시,부평구
1059,"인천광역시 부평구 경원대로 1377, 1-4층 (부평동)032-502-8352",1,인천광역시,부평구
1060,인천광역시 부평구 부평대로 233 (청천동)032-508-8463,1,인천광역시,부평구
1061,인천광역시 연수구 청능대로 210 (동춘동)032-456-4488,1,인천광역시,연수구
1062,인천광역시 연수구 앵고개로 171 (동춘동)032-812-3607,1,인천광역시,연수구
1063,"인천광역시 연수구 컨벤시아대로 55 (송도동, 송도이안)032-833-3734",1,인천광역시,연수구
1064,인천광역시 연수구 송도과학로16번길 33-1 (송도동)032-310-9370,1,인천광역시,연수구
1065,인천광역시 연수구 하모니로 136 (송도동)032-833-3227,1,인천광역시,연수구
1066,"인천광역시 연수구 용담로 115 (연수동) 105,106,203호032-818-3307",1,인천광역시,연수구
1067,인천광역시 연수구 송도과학로27번길 55 (송도동) 롯데캠퍼스타운032-814-3229,1,인천광역시,연수구
1068,인천광역시 연수구 아트센터대로 131 (송도동)032-858-9687,1,인천광역시,연수구
1069,인천광역시 연수구 센트럴로 194 (송도동)032-834-8633,1,인천광역시,연수구
1070,인천광역시 연수구 경원대로 184 (동춘동)032-814-8328,1,인천광역시,연수구
1071,인천광역시 서구 완정로 172 (마전동)032-562-3660,1,인천광역시,서구
1072,"인천광역시 서구 청라커낼로 300 (청라동, 청라센트럴에일린의뜰)032-566-3728",1,인천광역시,서구
1073,인천광역시 서구 원당대로 668 (당하동)032-566-7984,1,인천광역시,서구
1074,인천광역시 서구 중봉대로 612번길 10-17032-565-8967,1,인천광역시,서구
1075,인천광역시 서구 서곶로 277 (심곡동)032-563-6785,1,인천광역시,서구
1076,인천광역시 서구 중봉대로 586번길 19032-566-2707,1,인천광역시,서구
1077,인천광역시 남동구 인하로 556 (구월동)032-469-3513,1,인천광역시,남동구
1078,인천광역시 남동구 예술로 126 (구월동)032-441-3303,1,인천광역시,남동구
1079,"인천광역시 남동구 서창남로 51 (서창동) 101,102,103호032-464-3301",1,인천광역시,남동구
1080,인천광역시 남동구 경원대로 974 (간석동)032-422-3228,1,인천광역시,남동구
1081,인천광역시 남동구 예술로 174 (구월동) 흥국생명032-438-8749,1,인천광역시,남동구
1082,"인천광역시 남동구 인하로 497-22, 2층 (구월동)032-428-9246",1,인천광역시,남동구
1083,"인천광역시 남동구 남동대로 773, , 14 삼성화재 인천사옥 (구월동)032-438-7283",1,인천광역시,남동구
1084,인천광역시 남동구 예술로 138 (구월동)032-455-1150,1,인천광역시,남동구
1085,"인천광역시 남동구 논고개로 93, 111,112, 206, 207호 (논현동)032-423-8533",1,인천광역시,남동구
1086,인천광역시 중구 하늘중앙로195번길 15 (중산동)032-746-3718,1,인천광역시,중구
1087,인천광역시 중구 공항로 272 (운서동)032-743-8261,1,인천광역시,중구
1088,인천광역시 중구 공항로 272 (운서동) 제2여객터미널 3층 탑승지역 25-235032-743-8264,1,인천광역시,중구
1089,인천광역시 중구 공항로 272 (운서동) 제2여객터미널 1층 환영홀지역 23-202032-743-8263,1,인천광역시,중구
1090,인천광역시 중구 신도시남로142번길 17 (운서동)032-752-3414,1,인천광역시,중구
1091,인천광역시 중구 공항로 272 (운서동) 인천국제공항여객터미널 FB-P5-73032-743-0048,1,인천광역시,중구
1092,인천광역시 중구 공항로 272 (운서동) 인천공항032-743-8257,1,인천광역시,중구
1093,강원도 동해시 중앙로 219 (천곡동)033-532-3314,1,강원도,동해시
1094,강원도 속초시 미시령로2983번길 111 (장사동)033-637-3402,1,강원도,속초시
1095,강원도 속초시 동해대로 4114 (조양동)033-633-7989,1,강원도,속초시
1096,강원도 속초시 중앙로 123 (금호동)033-637-8617,1,강원도,속초시
1097,강원도 춘천시 후석로 318 (후평동)033-257-3287,1,강원도,춘천시
1098,강원도 춘천시 후석로 13 (석사동)033-262-2634,1,강원도,춘천시
1099,강원도 춘천시 중앙로 57 (중앙로2가)033-242-8266,1,강원도,춘천시
1100,강원도 춘천시 경춘로 2353 (온의동) E-마트 춘천점내 1층033-241-1974,1,강원도,춘천시
1101,강원도 춘천시 서부대성로 243-1 (효자동)033-256-8490,1,강원도,춘천시
1102,강원도 홍천군 한치골길 262 (서면) 대명비발디파크 오션월드033-435-9804,1,강원도,홍천군
1103,강원도 홍천군 한치골길 262 (서면) 대명비발디파크033-434-1025,1,강원도,홍천군
1104,강원도 홍천군 한치골길 262 (서면) 대명비발디파크 오션월드033-434-9805,1,강원도,홍천군
1105,강원도 강릉시 교동광장로 114 (교동)033-642-3463,1,강원도,강릉시
1106,강원도 강릉시 경강로 2096 (임당동)033-645-7835,1,강원도,강릉시
1107,강원도 강릉시 창해로14번길 40 (견소동)033-653-8628,1,강원도,강릉시
1108,강원도 고성군 토성면 미시령옛길 1153033-636-8697,1,강원도,고성군
1109,강원도 원주시 동부순환로 37 (반곡동)033-762-3664,1,강원도,원주시
1110,강원도 원주시 남원로 588 (명륜동)033-764-2760,1,강원도,원주시
1111,강원도 원주시 능라동길 73 (무실동)033-745-3448,1,강원도,원주시
1112,강원도 원주시 혁신로 61 (반곡동)033-747-3341,1,강원도,원주시
1113,"강원도 원주시 서원대로 402, 대신프라자 101,102,103호 (단구동)033-766-8611",1,강원도,원주시
1114,강원도 원주시 서원대로 178 (단계동)033-748-7545,1,강원도,원주시
1115,경상남도 김해시 김해대로 1918 (구산동)055-332-3585,1,경상남도,김해시
1116,경상남도 김해시 전하로304번길 24 (외동) 신세계백화점 1층055-272-1142,1,경상남도,김해시
1117,경상남도 김해시 전하로304번길 24 (외동) 김해 이마트 1층055-327-3303,1,경상남도,김해시
1118,경상남도 김해시 인제로 168 (어방동)055-337-4885,1,경상남도,김해시
1119,경상남도 김해시 김해대로 (삼정동)055-338-9826,1,경상남도,김해시
1120,경상남도 김해시 분성로 146 (외동)055-326-8772,1,경상남도,김해시
1121,경상남도 김해시 율하3로91번길 30-5055-323-3704,1,경상남도,김해시
1122,경상남도 김해시 가야로 182 (삼계동)055-312-8561,1,경상남도,김해시
1123,경상남도 김해시 경원로 67 (내동)055-338-7421,1,경상남도,김해시
1124,경상남도 사천시 사천읍 사천대로 1846055-854-3711,1,경상남도,사천시
1125,경상남도 사천시 주공로 31 (벌리동)055-832-8782,1,경상남도,사천시
1126,경상남도 진주시 진양호로 206 BYC빌딩1층055-741-3216,1,경상남도,진주시
1127,경상남도 진주시 진주대로829번길 2 (주약동)055-761-8976,1,경상남도,진주시
1128,경상남도 진주시 동진로 34 (칠암동)055-761-8781,1,경상남도,진주시
1129,경상남도 진주시 진양호로527번길 3 (중안동)055-747-8717,1,경상남도,진주시
1130,경상남도 진주시 진양호로 353 (신안동)055-748-7642,1,경상남도,진주시
1131,경상남도 진주시 진주대로 510 (가좌동)055-753-8285,1,경상남도,진주시
1132,경상남도 창원시 성산구 상남로 88 (상남동)055-262-3775,1,경상남도,창원시
1133,경상남도 창원시 마산회원구 3·15대로 715 (석전동)055-297-3558,1,경상남도,창원시
1134,경상남도 창원시 마산합포구 해안대로 383 (오동동)055-247-3540,1,경상남도,창원시
1135,경상남도 창원시 진해구 진해대로 962 (자은동)055-552-3501,1,경상남도,창원시
1136,경상남도 창원시 의창구 의창대로 68 (팔용동)055-296-3458,1,경상남도,창원시
1137,경상남도 창원시 마산회원구 내서읍 호원로 315 055-232-3494,1,경상남도,창원시
1138,경상남도 창원시 성산구 삼귀로 159 (귀곡동)055-261-3445,1,경상남도,창원시
1139,경상남도 창원시 마산회원구 팔용로 158 (합성동)055-253-3285,1,경상남도,창원시
1140,경상남도 창원시 마산회원구 합성남로 6-1 (합성동)055-295-7880,1,경상남도,창원시
1141,경상남도 창원시 성산구 단정로 25055-264-7864,1,경상남도,창원시
1142,경상남도 창원시 진해구 안골로 336 (용원동) 형제빌딩055-552-8725,1,경상남도,창원시
1143,경상남도 창원시 의창구 팔용로 419 (팔용동)055-292-8718,1,경상남도,창원시
1144,"경상남도 창원시 성산구 중앙대로100번길 9, 리베라컨벤션 (상남동)055-264-7627",1,경상남도,창원시
1145,"경상남도 창원시 성산구 마디미로 20, 유탑프라자 (상남동)055-289-8620",1,경상남도,창원시
1146,경상남도 창원시 성산구 상남로 132 (상남동)055-263-8226,1,경상남도,창원시
1147,경상남도 창원시 마산합포구 합포로 251 (산호동) 신세계백화점 내 지하1층055-240-1828,1,경상남도,창원시
1148,경상남도 창원시 의창구 원이대로 320 (대원동) 더시티세븐 시티세븐055-600-5348,1,경상남도,창원시
1149,경상남도 창원시 마산합포구 월영남로 3 (해운동)055-246-8549,1,경상남도,창원시
1150,경상남도 창원시 의창구 용지로169번길 1 (용호동)055-289-8457,1,경상남도,창원시
1151,경상남도 통영시 광도면 죽림4로 9055-646-8458,1,경상남도,통영시
1152,경상남도 거제시 거제중앙로 1936 (고현동)055-632-3589,1,경상남도,거제시
1153,"경상남도 거제시 일운면 거제대로 2660, 거제대명리조트 1층055-733-7335",1,경상남도,거제시
1154,경상남도 거제시 옥포대첩로 38 (옥포동)055-687-8308,1,경상남도,거제시
1155,경상남도 거제시 장평로 12 (장평동)055-680-0160,1,경상남도,거제시
1156,경상남도 양산시 동면 양산대로 532 055-387-3582,1,경상남도,양산시
1157,경상남도 양산시 물금읍 증산역로 177 055-911-5367,1,경상남도,양산시
1158,경상남도 양산시 물금읍 야리로 25 055-381-3473,1,경상남도,양산시
1159,경상남도 양산시 웅상대로 860 (덕계동)055-382-3386,1,경상남도,양산시
1160,경상남도 양산시 양산역1길 7 (중부동) 양산시외버스터미널055-383-9891,1,경상남도,양산시
1161,경상남도 양산시 물금읍 범어로 62055-381-8701,1,경상남도,양산시
1162,"경상남도 양산시 양산역6길 12, 양산이마트 1층 (중부동)055-367-8390",1,경상남도,양산시
1163,경상북도 경산시 경안로 222 (중방동)053-814-3316,1,경상북도,경산시
1164,경상북도 경산시 대학로 280 (대동) 영남대학교053-814-8806,1,경상북도,경산시
1165,경상북도 경산시 대학로 280 (조영동) 영남대학교053-811-8780,1,경상북도,경산시
1166,"경상북도 경산시 청운로 16, 1~3층 (대동)053-811-8675",1,경상북도,경산시
1167,경상북도 경산시 하양읍 하양로 18053-854-8650,1,경상북도,경산시
1168,경상북도 경산시 옥산로 227 (중산동) 경산이마트053-813-1970,1,경상북도,경산시
1169,경상북도 경주시 보문로 537 (천군동)054-771-3412,1,경상북도,경주시
1170,경상북도 경주시 태종로 686 (사정동)054-743-3220,1,경상북도,경주시
1171,경상북도 경주시 황성로1번길 4 (황성동)054-741-8945,1,경상북도,경주시
1172,경상북도 경주시 첨성로 125 (황남동)054-773-8774,1,경상북도,경주시
1173,경상북도 경주시 보문로 132-6 (북군동)054-741-0040,1,경상북도,경주시
1174,경상북도 경주시 원효로 105-1 (노동동)054-749-8577,1,경상북도,경주시
1175,"경상북도 경주시 보문로 510-6, 외 1번지(신평동 719-220) (천군동)054-745-8527",1,경상북도,경주시
1176,경상북도 구미시 금오대로 439 (상모동)054-462-3613,1,경상북도,구미시
1177,경상북도 구미시 야은로 312 (도량동)054-452-3541,1,경상북도,구미시
1178,경상북도 구미시 옥계북로 20 (양포동)054-476-4233,1,경상북도,구미시
1179,경상북도 구미시 송정대로 27 (송정동)054-451-8951,1,경상북도,구미시
1180,경상북도 구미시 인동중앙로 15 (인의동)054-476-8796,1,경상북도,구미시
1181,경상북도 구미시 금오산로 205 (남통동)054-454-8681,1,경상북도,구미시
1182,경상북도 구미시 구미중앙로 94 (원평동)054-454-5430,1,경상북도,구미시
1183,"경상북도 구미시 인동가산로 9-3, 노블레스타워 1층 (황상동)054-474-8260",1,경상북도,구미시
1184,"경상북도 구미시 1공단로 212, HALLA SIGMA VALLEY 106 (공단동)054-461-7440",1,경상북도,구미시
1185,경상북도 포항시 남구 중흥로 122 (상도동)054-284-3436,1,경상북도,포항시
1186,경상북도 포항시 남구 오천읍 원동로 15054-293-8974,1,경상북도,포항시
1187,경상북도 포항시 남구 포스코대로 340 (대도동)054-275-7937,1,경상북도,포항시
1188,경상북도 포항시 남구 포스코대로 124 (대잠동)054-275-9853,1,경상북도,포항시
